desertionNo,filename,happenDt,happenPlace,kindCd,colorCd,age,weight,noticeNo,noticeSdt,noticeEdt,popfile,processState,sexCd,neuterYn,specialMark,careNm,careTel,careAddr,orgNm,chargeNm,officetel,noticeComment,numOfRows,pageNo,totalCount,Column1
441417202101315 ,http://www.animal.go.kr/files/shelter/2021/12/202112301712433_s.jpg,2021-12-30,경기도 양평군 양동면 석곡리 72-3 부근,[개] 믹스견,갈색,2021,5,경기-양평-2021-00472,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301712433.jpg,종료(자연사),M,U,[Table],양평군유기동물보호소,031-770-2337,경기도 양평군 양평읍 농업기술센터길 59 (양평읍) ,경기도 양평군,양평군청,031-770-2337,,999,1,8309,0
441406202101363 ,http://www.animal.go.kr/files/shelter/2021/12/202112302012417_s.jpg,2021-12-30,운정 애견카페,[개] 믹스견,브라운,2013,6.2,경기-파주-2021-00781,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112302012417.jpg,보호중,F,N,[Table],로뎀동물병원,031-952-7576,"경기도 파주시 문산읍 방촌로 1636 (문산읍, 강산설렁탕) ",경기도 파주시,파주시 동물보호팀,031-940-4824,,999,1,8309,0
441406202101362 ,http://www.animal.go.kr/files/shelter/2021/12/202112301812993_s.jpg,2021-12-30,파주 교하로1419 주변 도롯가,[고양이] 한국 고양이,흰검,2018,7.5,경기-파주-2021-00780,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301812993.jpg,종료(안락사),F,U,[Table],웰니스클리닉,031-942-7524,"경기도 파주시 한울로 123 (동패동, 이마트운정점) 2층, 웰니스클리닉",경기도 파주시,파주시 동물보호팀,031-940-4824,,999,1,8309,0
441406202101361 ,http://www.animal.go.kr/files/shelter/2021/12/202112301712300_s.jpg,2021-12-30,청송로448번지 근처,[개] 포메라니안,흰색,2008,2.9,경기-파주-2021-00779,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301712300.jpg,종료(반환),F,U,[Table],문산동물병원,031-953-7570,경기도 파주시 문산읍 문향로 35 문산동물병원,경기도 파주시,파주시 동물보호팀,031-940-4824,,999,1,8309,0
441405202103286 ,http://www.animal.go.kr/files/shelter/2021/12/202112301612506_s.jpg,2021-12-30,용인시 처인구 마평동 957 용인GS자이아파트,[개] 믹스견,크림색,2019,4.5,경기-용인-2021-00941,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301612506.jpg,종료(반환),M,U,[Table],용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,경기도 용인시,동물보호과,031-324-3463,,999,1,8309,0
441405202103285 ,http://www.animal.go.kr/files/shelter/2021/12/202112301612459_s.jpg,2021-12-30,용인시 처인구 마평동 338-1,[개] 믹스견,호반색,2021,5.5,경기-용인-2021-00940,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301612459.jpg,종료(입양),M,N,[Table],용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,경기도 용인시,동물보호과,031-324-3463,,999,1,8309,0
441405202103284 ,http://www.animal.go.kr/files/shelter/2021/12/202112301612922_s.jpg,2021-12-30,용인시 처인구 마평동 338-1,[개] 믹스견,흰색,2021,5,경기-용인-2021-00939,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301612922.jpg,종료(입양),M,N,[Table],용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,경기도 용인시,동물보호과,031-324-3463,,999,1,8309,0
441405202103283 ,http://www.animal.go.kr/files/shelter/2021/12/202112301612665_s.jpg,2021-12-30,용인시 처인구 해곡동 127번지,[개] 믹스견,"갈색,검정색",2021,0.35,경기-용인-2021-00938,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301612665.jpg,종료(입양),M,N,[Table],용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,경기도 용인시,동물보호과,031-324-3463,,999,1,8309,0
441405202103282 ,http://www.animal.go.kr/files/shelter/2021/12/202112301612379_s.jpg,2021-12-30,용인시 처인구 해곡동 127번지,[개] 믹스견,"갈색,흰색",2021,0.3,경기-용인-2021-00937,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301612379.jpg,종료(입양),M,N,[Table],용인시 동물보호센터,031-324-3463,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,경기도 용인시,동물보호과,031-324-3463,,999,1,8309,0
441401202101869 ,http://www.animal.go.kr/files/shelter/2021/12/202112301712918_s.jpg,2021-12-30,죽율동 752 부근,[개] 시바,갈백,2021,10,경기-시흥-2021-00857,20211230,20220111,http://www.animal.go.kr/files/shelter/2021/12/202112301712918.jpg,종료(반환),M,N,[Table],한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 한국야생동물보호협회,경기도 시흥시,최아름,031-310-2247,,999,1,8309,0
441401202101868 ,http://www.animal.go.kr/files/shelter/2021/12/202112301712862_s.jpg,2021-12-30,시흥소방서119구조대에서 인수,[개] 믹스견,백,2021,12,경기-시흥-2021-00856,20211230,20220111,http://www.animal.go.kr/files/shelter/2021/12/202112301712862.jpg,종료(안락사),M,N,[Table],한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 한국야생동물보호협회,경기도 시흥시,최아름,031-310-2247,,999,1,8309,0
441400202100678 ,http://www.animal.go.kr/files/shelter/2021/12/202112301512936_s.jpg,2021-12-30,죽미마을10단지관리실,[개] 말티즈,백색,2007,4.1,경기-오산-2021-00322,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301512936.jpg,종료(반환),M,Y,[Table],오산 유기동물보호소,031-372-9325,경기도 오산시 성호대로 36 (오산동) ,경기도 오산시,김세연,031-8036-7643,,999,1,8309,0
441393202102472 ,http://www.animal.go.kr/files/shelter/2021/12/202112311312654_s.jpg,2021-12-30,부곡동 176-1 부근,[개] 로트와일러,흑갈,2016,15,경기-안산-2021-01339,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112311312654.jpg,종료(안락사),F,U,[Table],한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,,999,1,8309,0
441393202102471 ,http://www.animal.go.kr/files/shelter/2021/12/202112301812454_s.jpg,2021-12-30,동막골 부근,[개] 믹스견,백,2021,2,경기-안산-2021-01338,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301812454.jpg,종료(안락사),M,N,[Table],한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,,999,1,8309,0
441393202102470 ,http://www.animal.go.kr/files/shelter/2021/12/202112301812515_s.jpg,2021-12-30,동막골 부근,[개] 믹스견,백,2021,2,경기-안산-2021-01337,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301812515.jpg,종료(입양),F,N,[Table],한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,,999,1,8309,0
441393202102469 ,http://www.animal.go.kr/files/shelter/2021/12/202112301812982_s.jpg,2021-12-30,동막골 부근,[개] 믹스견,백,2021,2,경기-안산-2021-01336,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301812982.jpg,종료(안락사),M,N,[Table],한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,,999,1,8309,0
441393202102468 ,http://www.animal.go.kr/files/shelter/2021/12/202112301812839_s.jpg,2021-12-30,동막골 부근,[개] 믹스견,백,2021,2,경기-안산-2021-01335,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301812839.jpg,종료(자연사),M,N,[Table],한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,,999,1,8309,0
441393202102467 ,http://www.animal.go.kr/files/shelter/2021/12/202112301812147_s.jpg,2021-12-30,동막골 부근,[개] 믹스견,백,2021,2,경기-안산-2021-01334,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301812147.jpg,종료(안락사),F,N,[Table],한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,,999,1,8309,0
441393202102466 ,http://www.animal.go.kr/files/shelter/2021/12/202112301812602_s.jpg,2021-12-30,동막골 부근,[개] 믹스견,백,2021,2,경기-안산-2021-01333,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301812602.jpg,종료(안락사),M,N,[Table],한국야생동물보호협회,031-296-0124,경기도 안산시 상록구 청곡길 50 (부곡동) 안산시 상록구 부곡동 231-5,경기도 안산시,안산시 농업정책과,031-481-2494,,999,1,8309,0
441391202103075 ,http://www.animal.go.kr/files/shelter/2021/12/202112301512833_s.jpg,2021-12-30,신궁리 235,[고양이] 한국 고양이,치즈색,2021,0.6,경기-평택-2021-02122,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301512833.jpg,종료(자연사),M,N,[Table],평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,,999,1,8309,0
441391202103074 ,http://www.animal.go.kr/files/shelter/2021/12/20211230151276_s.jpg,2021-12-30,사리 688-4,[개] 비숑 프리제,흰색,2018,6.5,경기-평택-2021-02121,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/20211230151276.jpg,종료(반환),M,N,[Table],평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,,999,1,8309,0
441391202103073 ,http://www.animal.go.kr/files/shelter/2021/12/202112301512885_s.jpg,2021-12-30,수월암리 산91-3,[개] 믹스견,"흰,갈색",2021,7.2,경기-평택-2021-02120,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301512885.jpg,종료(자연사),M,N,[Table],평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,,999,1,8309,0
441391202103072 ,http://www.animal.go.kr/files/shelter/2021/12/202112301512743_s.jpg,2021-12-30,수월암리 산91-3,[개] 믹스견,"흰,갈색",2021,8.5,경기-평택-2021-02119,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301512743.jpg,종료(자연사),M,N,[Table],평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,,999,1,8309,0
441391202103071 ,http://www.animal.go.kr/files/shelter/2021/12/202112301512846_s.jpg,2021-12-30,월곡동 63-1,[개] 믹스견,갈색,2021,1,경기-평택-2021-02118,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301512846.jpg,종료(입양),F,N,[Table],평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,,999,1,8309,0
441391202103070 ,http://www.animal.go.kr/files/shelter/2021/12/202112301512944_s.jpg,2021-12-30,월곡동 63-1,[개] 믹스견,갈색,2021,1,경기-평택-2021-02117,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301512944.jpg,종료(입양),F,N,[Table],평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,,999,1,8309,0
441391202103069 ,http://www.animal.go.kr/files/shelter/2021/12/202112301512129_s.jpg,2021-12-30,월곡동 63-1,[개] 믹스견,갈색,2021,1,경기-평택-2021-02116,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301512129.jpg,종료(입양),M,N,[Table],평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,,999,1,8309,0
441391202103068 ,http://www.animal.go.kr/files/shelter/2021/12/202112301512600_s.jpg,2021-12-30,월곡동 63-1,[개] 믹스견,갈색,2021,1,경기-평택-2021-02115,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301512600.jpg,종료(입양),F,N,[Table],평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,,999,1,8309,0
441391202103067 ,http://www.animal.go.kr/files/shelter/2021/12/202112301412860_s.jpg,2021-12-30,고덕동 119,[개] 믹스견,호피무늬,2019,20,경기-평택-2021-02114,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301412860.jpg,종료(입양),M,N,[Table],평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,,999,1,8309,0
441391202103066 ,http://www.animal.go.kr/files/shelter/2021/12/202112301412337_s.jpg,2021-12-30,원정리 458-2,[개] 말티즈,흰색,2014,4,경기-평택-2021-02113,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301412337.jpg,종료(입양),M,Y,[Table],평택시유기동물보호소,031-8024-3849,경기도 평택시 진위면 야막길 108-86 (진위면) ,경기도 평택시,평택시,031-8024-3808,,999,1,8309,0
441378202102691 ,http://www.animal.go.kr/files/shelter/2021/12/202112301812458_s.jpg,2021-12-30,금곡동364,[개] 포인터,흑갈색,2018,23.5,경기-성남-2021-00859,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301812458.jpeg,종료(반환),M,N,[Table],펫토피아동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",경기도 성남시,성남시청 동물보호팀,031-729-3287,,999,1,8309,0
441378202102690 ,http://www.animal.go.kr/files/shelter/2021/12/202112301612398_s.jpg,2021-12-30,금토동497-1,[개] 잉글리쉬 세터,백갈색,2020,15.3,경기-성남-2021-00858,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301612398.jpeg,종료(입양),M,N,[Table],펫토피아동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",경기도 성남시,성남시청 동물보호팀,031-729-3287,,999,1,8309,0
441378202102689 ,http://www.animal.go.kr/files/shelter/2021/12/202112301612438_s.jpg,2021-12-30,신흥동5180,[개] 시츄,백갈색,2018,6.5,경기-성남-2021-00857,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301612438.jpeg,종료(입양),F,U,[Table],펫토피아동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",경기도 성남시,성남시청 동물보호팀,031-729-3287,,999,1,8309,0
441378202102688 ,http://www.animal.go.kr/files/shelter/2021/12/202112301412794_s.jpg,2021-12-30,수진1파출소,[개] 말티즈,백색,2018,3.9,경기-성남-2021-00856,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301412794.jpeg,종료(반환),M,N,[Table],펫토피아동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",경기도 성남시,성남시청 동물보호팀,031-729-3287,,999,1,8309,0
441378202102687 ,http://www.animal.go.kr/files/shelter/2021/12/202112301112540_s.jpg,2021-12-30,은행동사무소 옆 주차장,[개] 믹스견,갈색,2021,1.7,경기-성남-2021-00855,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301112540.jpeg,종료(입양),M,N,[Table],펫토피아동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",경기도 성남시,성남시청 동물보호팀,031-729-3287,,999,1,8309,0
441378202102686 ,http://www.animal.go.kr/files/shelter/2021/12/20211230111244_s.jpg,2021-12-30,은행동사무소 옆 주차장,[개] 믹스견,갈색,2021,2,경기-성남-2021-00854,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/20211230111244.jpeg,종료(입양),M,N,[Table],펫토피아동물병원,031-714-8392,"경기도 성남시 분당구 불정로 266 (수내동, 유신제일조합) ",경기도 성남시,성남시청 동물보호팀,031-729-3287,,999,1,8309,0
431370202101083 ,http://www.animal.go.kr/files/shelter/2021/12/202112301712169_s.jpg,2021-12-30,돋질로131인근,[고양이] 한국 고양이,황색/흰색줄무늬,2021,0.6,울산-남구-2021-00796,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301712169.jpg,종료(자연사),M,N,[Table],강남동물병원,052-271-0075,울산광역시 남구 돋질로 232 (달동) 1층,울산광역시 남구,권도하,052-226-5264,,999,1,8309,0
431370202101082 ,http://www.animal.go.kr/files/shelter/2021/12/202112301512680_s.jpg,2021-12-30,울산시청 어린이집앞,[개] 요크셔 테리어,"회색,베이지색",2015,2.8,울산-남구-2021-00795,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301512680.jpg,종료(반환),M,Y,[Table],미래펫동물병원,052-273-5911,울산광역시 남구 중앙로 218-1 (신정동) ,울산광역시 남구,권도하,052-226-5264,,999,1,8309,0
430365202100713 ,http://www.animal.go.kr/files/shelter/2021/12/202112301112449_s.jpg,2021-12-30,대전광역시 중구 옥계동 39-6 주변,[개] 믹스견,백색,2018,4,대전-중구-2021-00424,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301112449.png,종료(반환),M,U,[Table],대전동물보호센터,042-825-1118,대전광역시 유성구 금남구즉로 1234 (금고동) 대전광역시 동물보호센터,대전광역시 중구,한민수,042-606-7266,,999,1,8309,0
429363202101197 ,http://www.animal.go.kr/files/shelter/2021/12/202112301112772_s.jpg,2021-12-30,광산구 쌍암동,[개] 스피츠,흰,2015,10,광주-광산-2021-00829,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301112772.jpg,종료(반환),F,U,[Table],광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주공역시 동물보호소,광주광역시 광산구,광산구,062-571-2808,,999,1,8309,0
429360202100943 ,http://www.animal.go.kr/files/shelter/2021/12/202112301512853_s.jpg,2021-12-30,서구 상무동,[고양이] 한국 고양이,"검,갈,흰",2021,0.9,광주-서구-2021-00592,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301512853.jpg,종료(자연사),F,U,[Table],광주 동물보호소,062-571-2808,광주광역시 북구 본촌마을길 27 (본촌동) 광주광역시 동물보호소,광주광역시 서구,서구,062-360-7373,,999,1,8309,0
428356202101577 ,http://www.animal.go.kr/files/shelter/2021/12/20211230151280_s.jpg,2021-12-30,서구청경제정책과,[개] 믹스견,검갈,2021,3.8,인천-서구-2021-00975,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/20211230151280.jpg,종료(입양),F,N,[Table],가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동) ,인천광역시 서구,김하린,032-560-1903,,999,1,8309,0
428356202101576 ,http://www.animal.go.kr/files/shelter/2021/12/202112301012252_s.jpg,2021-12-30,서구청경에과,[개] 푸들,검정,2010,3.06,인천-서구-2021-00974,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301012252.jpg,종료(반환),F,U,[Table],가정동물병원,032-575-0833,인천광역시 서구 가정로 346 (가정동) ,인천광역시 서구,김하린,032-560-1903,,999,1,8309,0
426340202100989 ,http://www.animal.go.kr/files/shelter/2021/12/202112301612795_s.jpg,2021-12-30,기장 임기마을 체육공원,[개] 믹스견,회색+검정색,2019,18.7,부산-기장-2021-00487,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301612795.jpg,종료(입양),F,U,[Table],누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,부산광역시 기장군,조성연,051-709-2894,,999,1,8309,0
426340202100988 ,http://www.animal.go.kr/files/shelter/2021/12/202112301612155_s.jpg,2021-12-30,정관 휴먼시아1단지 근방,[개] 믹스견,갈색+검정색,2017,18,부산-기장-2021-00486,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301612155.jpg,종료(반환),M,N,[Table],누리동물병원,051-701-7599,부산광역시 해운대구 송정2로13번길 46 (송정동) ,부산광역시 기장군,조성연,051-709-2894,,999,1,8309,0
426337202100825 ,http://www.animal.go.kr/files/shelter/2021/12/202112301612262_s.jpg,2021-12-30,과정로114번길 9,[개] 믹스견,갈검색,2021,2,부산-연제-2021-00364,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301612262.jpg,종료(입양),M,N,[Table],청조동물병원,051-503-0688,부산광역시 연제구 온천천남로 4 (연산동) ,부산광역시 연제구,김현정,051-665-4484,,999,1,8309,0
426334202101055 ,http://www.animal.go.kr/files/shelter/2021/12/202112301412754_s.jpg,2021-12-30,다대낙조2길215앞,[고양이] 한국 고양이,갈색,2018,6,부산-사하-2021-00682,20211230,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301412754.png,종료(자연사),M,U,[Table],(사)하얀비둘기,051-293-9779,부산광역시 강서구 제도로 726 (강동동) ,부산광역시 사하구,박혜영,051-220-4477,,999,1,8309,0
446485202100423 ,http://www.animal.go.kr/files/shelter/2021/12/202201041401957_s.jpg,2021-12-29,봉산면 면앙정로 355-5,[개] 믹스견,흰색,2019,16,전남-담양-2022-00004,20220104,20220118,http://www.animal.go.kr/files/shelter/2021/12/202201041401957.jpg,보호중,M,N,[Table],담양군 동물보호센터,010-3604-1338,전라남도 담양군 용면 시암골로 280-57 (용면) :용면 두장리 21번지,전라남도 담양군,송문성,061-380-2737,,999,1,8309,0
426331202100640 ,http://www.animal.go.kr/files/shelter/2021/12/202112301512591_s.jpg,2021-12-29,문현동 1128-1번지,[개] 믹스견,갈색+흰색,2019,5.5,부산-남구-2022-00002,20220103,20220113,http://www.animal.go.kr/files/shelter/2021/12/202112301512591.jpg,종료(입양),M,N,[Table],누리동물병원,051-701-7599,부산광역시 해운대구 송정동 85-1,부산광역시 남구,정준혁,051-607-4481,,999,1,8309,0
411311202100896 ,http://www.animal.go.kr/files/shelter/2021/12/202112301712272_s.jpg,2021-12-29,불광로13길 6-1 인근,[고양이] 한국 고양이,검/흰,2015,2.5,서울-은평-2022-00001,20220103,20220113,http://www.animal.go.kr/files/shelter/2021/12/202112301712272.jpg,종료(자연사),M,N,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 감악산로 63-48  ,서울특별시 은평구,이지현,02-351-6842,,999,1,8309,0
411309202100533 ,http://www.animal.go.kr/files/shelter/2021/12/202112301712773_s.jpg,2021-12-29,덕릉로 329 창동어린이집 인근,[개] 스피츠,갈/흰,2016,10.8,서울-도봉-2022-00001,20220103,20220110,http://www.animal.go.kr/files/shelter/2021/12/202112301712773.jpg,종료(반환),F,U,[Table],한국동물구조관리협회,031-867-9119,경기도 양주시 남면 상수리 410-1,서울특별시 도봉구,도봉구동물복지팀,02-2091-3213,,999,1,8309,0
446497202100299 ,http://www.animal.go.kr/files/shelter/2021/12/202201021301507_s.jpg,2021-12-29,백수읍 홍교리179,[개] 말티즈,흰색,2018,3,전남-영광-2022-00008,20220102,20220112,http://www.animal.go.kr/files/shelter/2021/12/202201021301507.jpg,종료(안락사),F,N,[Table],불갑동물임시보호소,010-9188-5525,전라남도 영광군 불갑면 함영로 2758 ,전라남도 영광군,최영석,061-350-4616,,999,1,8309,0
446497202100298 ,http://www.animal.go.kr/files/shelter/2021/12/202201021301294_s.jpg,2021-12-29,염산면 야월리,[개] 믹스견,흰색,2022,1,전남-영광-2022-00007,20220102,20220112,http://www.animal.go.kr/files/shelter/2021/12/202201021301294.jpg,종료(안락사),M,N,[Table],불갑동물임시보호소,010-9188-5525,전라남도 영광군 불갑면 함영로 2758 ,전라남도 영광군,최영석,061-350-4616,,999,1,8309,0
446497202100297 ,http://www.animal.go.kr/files/shelter/2021/12/202201021301798_s.jpg,2021-12-29,염산면 야월리,[개] 믹스견,"갈색, 검은색",2022,1,전남-영광-2022-00006,20220102,20220112,http://www.animal.go.kr/files/shelter/2021/12/202201021301798.jpg,종료(안락사),F,N,[Table],불갑동물임시보호소,010-9188-5525,전라남도 영광군 불갑면 함영로 2758 ,전라남도 영광군,최영석,061-350-4616,,999,1,8309,0
446497202100296 ,http://www.animal.go.kr/files/shelter/2021/12/202201021301809_s.jpg,2021-12-29,염산면 야월리,[개] 믹스견,"갈색, 검은색",2022,1,전남-영광-2022-00005,20220102,20220112,http://www.animal.go.kr/files/shelter/2021/12/202201021301809.jpg,종료(안락사),M,N,[Table],불갑동물임시보호소,010-9188-5525,전라남도 영광군 불갑면 함영로 2758 ,전라남도 영광군,최영석,061-350-4616,,999,1,8309,0
446497202100295 ,http://www.animal.go.kr/files/shelter/2021/12/202201021301777_s.jpg,2021-12-29,염산면 야월리,[개] 믹스견,"갈색, 검은색",2022,1,전남-영광-2022-00004,20220102,20220112,http://www.animal.go.kr/files/shelter/2021/12/202201021301777.jpg,종료(안락사),F,N,[Table],불갑동물임시보호소,010-9188-5525,전라남도 영광군 불갑면 함영로 2758 ,전라남도 영광군,최영석,061-350-4616,,999,1,8309,0
446497202100294 ,http://www.animal.go.kr/files/shelter/2021/12/202201021301983_s.jpg,2021-12-29,염산면 야월리,[개] 믹스견,"갈색, 검은색",2022,1,전남-영광-2022-00003,20220102,20220112,http://www.animal.go.kr/files/shelter/2021/12/202201021301983.jpg,종료(안락사),F,N,[Table],불갑동물임시보호소,010-9188-5525,전라남도 영광군 불갑면 함영로 2758 ,전라남도 영광군,최영석,061-350-4616,,999,1,8309,0
446497202100293 ,http://www.animal.go.kr/files/shelter/2021/12/202201021301290_s.jpg,2021-12-29,홍농읍 홍농로 574-40,[개] 믹스견,"검은색, 흰색",2021,3,전남-영광-2022-00002,20220102,20220112,http://www.animal.go.kr/files/shelter/2021/12/202201021301290.jpg,종료(안락사),F,N,[Table],불갑동물임시보호소,010-9188-5525,전라남도 영광군 불갑면 함영로 2758 ,전라남도 영광군,최영석,061-350-4616,,999,1,8309,0
446497202100292 ,http://www.animal.go.kr/files/shelter/2021/12/202201021301207_s.jpg,2021-12-29,영광읍 그린테크로 1길 25,[개] 믹스견,흰색,2019,16,전남-영광-2022-00001,20220102,20220112,http://www.animal.go.kr/files/shelter/2021/12/202201021301207.jpg,종료(안락사),F,N,[Table],불갑동물임시보호소,010-9188-5525,전라남도 영광군 불갑면 함영로 2758 ,전라남도 영광군,최영석,061-350-4616,,999,1,8309,0
448538202100642 ,http://www.animal.go.kr/files/shelter/2021/12/20211231171219_s.jpg,2021-12-29,산막공단북11길65,[개] 시바,검정흰색,2018,11,경남-양산-2021-00218,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/20211231171219.jpg,종료(입양),F,U,[Table],양산시 동물보호센터,055-392-5669,경상남도 양산시 동면 석산리 392 양산시농업기술센터,경상남도 양산시,양산시,055-392-5663,,999,1,8309,0
448538202100641 ,http://www.animal.go.kr/files/shelter/2021/12/202201011701293_s.jpg,2021-12-29,어곡동에덴벨리정문,[개] 믹스견,검정흰색,2015,10,경남-양산-2021-00217,20211231,20220110,http://www.animal.go.kr/files/shelter/2021/12/202201011701293.jpg,보호중,M,U,[Table],양산시 동물보호센터,055-392-5669,경상남도 양산시 동면 석산리 392 양산시농업기술센터,경상남도 양산시,양산시,055-392-5663,,999,1,8309,0
